station_id,month,n,n_outlier,pct_outlier,q1,q3,lo,hi
96595,1,281.0,3.0,1.0676156583629894,1008.8937500000001,1011.09375,1005.5937500000002,1014.39375
96595,2,254.0,0.0,0.0,1009.4916666666666,1011.7994791666666,1006.0299479166665,1015.2611979166668
96595,3,279.0,1.0,0.35842293906810035,1009.4541666666667,1011.5645833333333,1006.2885416666667,1014.7302083333333
96595,4,270.0,2.0,0.7407407407407408,1009.2760416666666,1010.9510416666667,1006.7635416666665,1013.4635416666667
96595,5,279.0,0.0,0.0,1009.0020833333333,1011.03125,1005.9583333333333,1014.075
96595,6,270.0,8.0,2.9629629629629632,1009.7635416666667,1011.1078124999999,1007.7471354166669,1013.1242187499997
96595,7,279.0,0.0,0.0,1009.4187499999999,1011.2125,1006.7281249999999,1013.903125
96595,8,279.0,1.0,0.35842293906810035,1009.6781249999999,1011.3375,1007.1890624999999,1013.8265625000001
96595,9,270.0,7.0,2.5925925925925926,1009.9124999999999,1011.2359375000001,1007.9273437499996,1013.2210937500004
96595,10,279.0,0.0,0.0,1009.1645833333332,1011.0812500000001,1006.289583333333,1013.9562500000004
96595,11,270.0,0.0,0.0,1008.7177083333333,1010.378125,1006.2270833333334,1012.8687499999999
96595,12,279.0,3.0,1.0752688172043012,1008.815625,1010.6145833333335,1006.1171874999997,1013.3130208333338
96645,1,281.0,2.0,0.7117437722419928,1008.8249999999999,1010.7875,1005.8812499999998,1013.7312500000002
96645,2,254.0,0.0,0.0,1009.28125,1011.5333333333333,1005.903125,1014.9114583333333
96645,3,260.0,1.0,0.38461538461538464,1009.2104166666667,1011.1885416666667,1006.2432291666667,1014.1557291666666
96645,4,259.0,0.0,0.0,1009.0718297101448,1010.675,1006.6670742753621,1013.0797554347827
96645,5,273.0,0.0,0.0,1008.7625000000002,1010.8333333333334,1005.6562500000003,1013.9395833333332
96645,6,268.0,7.0,2.6119402985074625,1009.753125,1010.8854166666667,1008.0546874999998,1012.5838541666669
96645,7,279.0,0.0,0.0,1009.55,1011.1291666666668,1007.1812499999996,1013.4979166666672
96645,8,279.0,1.0,0.35842293906810035,1009.7645833333333,1011.4041666666667,1007.3052083333333,1013.8635416666667
96645,9,270.0,3.0,1.1111111111111112,1009.9625,1011.3499999999999,1007.8812500000001,1013.4312499999999
96645,10,279.0,0.0,0.0,1009.3062500000001,1011.0874999999999,1006.6343750000004,1013.7593749999995
96645,11,270.0,0.0,0.0,1008.6281250000001,1010.4145833333332,1005.9484375000004,1013.094270833333
96645,12,279.0,2.0,0.7168458781362007,1008.8,1010.5541666666667,1006.1687499999998,1013.1854166666667
96651,1,281.0,1.0,0.3558718861209964,1008.5291666666667,1010.5375,1005.5166666666667,1013.55
96651,2,254.0,0.0,0.0,1008.921875,1011.2854166666666,1005.3765625000001,1014.8307291666665
96651,3,279.0,2.0,0.7168458781362007,1009.1416666666667,1011.0041666666666,1006.3479166666667,1013.7979166666665
96651,4,270.0,0.0,0.0,1008.9260416666666,1010.3885416666667,1006.7322916666665,1012.5822916666668
96651,5,279.0,0.0,0.0,1008.5479166666668,1010.5041666666666,1005.6135416666671,1013.4385416666664
96651,6,270.0,3.0,1.1111111111111112,1009.4114583333334,1010.6458333333334,1007.5598958333334,1012.4973958333334
96651,7,279.0,0.0,0.0,1009.2479166666667,1010.7875,1006.9385416666667,1013.096875
96651,8,279.0,1.0,0.35842293906810035,1009.4354166666667,1011.1416666666668,1006.8760416666667,1013.7010416666669
96651,9,270.0,1.0,0.3703703703703704,1009.6197916666667,1011.1135416666666,1007.379166666667,1013.3541666666664
96651,10,279.0,0.0,0.0,1009.0104166666665,1010.7604166666667,1006.3854166666662,1013.3854166666671
96651,11,270.0,0.0,0.0,1008.3781250000001,1010.0541666666667,1005.8640625000002,1012.5682291666666
96651,12,279.0,2.0,0.7168458781362007,1008.4854166666667,1010.2208333333333,1005.8822916666667,1012.8239583333333
96653,1,280.0,2.0,0.7142857142857143,1009.7914663461538,1011.9953125,1006.4856971153846,1015.3010817307692
96653,2,231.0,1.0,0.4329004329004329,1010.0,1012.56875,1006.1468749999999,1016.421875
96653,3,279.0,1.0,0.35842293906810035,1010.3634615384615,1012.446875,1007.2383413461537,1015.5719951923077
96653,4,270.0,4.0,1.4814814814814816,1010.1509615384616,1011.7546874999999,1007.7453725961541,1014.1602764423073
96653,5,279.0,1.0,0.35842293906810035,1009.7829326923077,1011.7875,1006.7760817307692,1014.7943509615386
96653,6,270.0,2.0,0.7407407407407408,1010.4390625,1012.0724264705883,1007.9890165441175,1014.5224724264708
96653,7,279.0,0.0,0.0,1010.265625,1011.8875,1007.8328124999999,1014.3203125000001
96653,8,279.0,1.0,0.35842293906810035,1010.3625000000001,1012.0531249999999,1007.8265625000004,1014.5890624999997
96653,9,270.0,2.0,0.7407407407407408,1010.3688701923078,1012.0366586538462,1007.8671875000002,1014.5383413461539
96653,10,279.0,0.0,0.0,1009.876923076923,1011.621875,1007.2594951923076,1014.2393028846155
96653,11,270.0,0.0,0.0,1009.4193509615384,1011.0556490384615,1006.9649038461537,1013.5100961538462
96653,12,279.0,7.0,2.5089605734767026,1009.684375,1011.459375,1007.0218750000001,1014.121875
96655,1,281.0,1.0,0.3558718861209964,1009.5916666666667,1012.0708333333333,1005.8729166666667,1015.7895833333332
96655,2,254.0,0.0,0.0,1009.8364583333333,1013.0770833333333,1004.9755208333333,1017.9380208333334
96655,3,279.0,0.0,0.0,1010.13125,1012.7708333333334,1006.171875,1016.7302083333334
96655,4,270.0,0.0,0.0,1009.8062500000001,1012.0645833333333,1006.4187500000003,1015.4520833333331
96655,5,279.0,2.0,0.7168458781362007,1009.75,1012.0250000000001,1006.3374999999999,1015.4375000000002
96655,6,270.0,3.0,1.1111111111111112,1010.2729166666668,1012.2874999999999,1007.2510416666671,1015.3093749999996
96655,7,279.0,4.0,1.4336917562724014,1010.2895833333333,1012.15625,1007.4895833333333,1014.95625
96655,8,279.0,0.0,0.0,1010.4395833333333,1012.4729166666666,1007.3895833333333,1015.5229166666666
96655,9,270.0,3.0,1.1111111111111112,1010.5187500000001,1012.4708333333333,1007.5906250000003,1015.3989583333332
96655,10,279.0,2.0,0.7168458781362007,1010.0645833333333,1011.9354166666667,1007.2583333333332,1014.7416666666668
96655,11,270.0,0.0,0.0,1009.440625,1011.3989583333333,1006.503125,1014.3364583333334
96655,12,279.0,10.0,3.584229390681003,1009.7729166666668,1011.6145833333333,1007.0104166666671,1014.377083333333
