station_id,RMSE,MAE,R2
96595,0.5145938058611985,0.3334438154454647,0.9975368653699721
96645,0.3674076344271932,0.26777280116232594,0.9982715220319145
96651,0.3401747521905768,0.24226820956135187,0.998300328122733
96653,0.3489387532580225,0.24249253517642094,0.9982060451075347
96655,0.3297761261934955,0.24099532984446614,0.9981248601262508
