ffmc,pred_xgb,pred_ann,pred_svm
57.6460115188111,57.541973,59.197956,63.2754672805018
66.0087424024636,65.94668,66.50489,69.8269926219699
61.2295386452298,61.28388,61.566883,54.9296438838947
66.3049075040205,66.52091,68.23295,73.3128116288091
66.7978832215245,66.87993,66.87066,74.384249069273
83.4258044905614,83.25925,83.16637,82.183405615381
78.484594388063,78.4765,77.98842,76.4912731091341
57.1946251383205,57.06454,58.56365,59.4536422960769
64.3040155603026,64.40663,64.96463,68.6690733714251
76.0998221637552,75.97356,76.19373,75.5572496117906
85.9051163665887,85.71355,85.59016,84.8473071506986
66.6250354035304,66.74532,66.88632,64.6365229490296
83.4509536592567,83.193634,82.13719,79.4862392914069
85.2522526060196,85.09919,84.02953,83.1474973799063
82.388828039571,82.575905,82.804924,82.6857353572224
81.3596214587597,81.4777,80.734474,81.6914369583099
85.1583122413165,85.11379,84.9211,84.0918522913843
59.5830052125007,59.081978,60.6182,64.8592380450285
60.4074070010572,60.292957,59.26436,67.0360017190421
86.8413502458055,86.67604,86.18792,85.682177341115
82.0843430515594,82.496994,82.05672,81.8800430823956
57.4830080111499,58.00543,58.740368,61.921940740905
80.8859973320907,81.45968,81.36689,78.5912913281927
84.1052678988879,84.073814,83.4296,81.3560692852141
85.7725450418494,85.59289,85.44306,85.6268655394866
74.0157563044766,74.03189,74.549484,75.4199291733228
67.2703986184376,67.02289,67.94317,65.9078840424537
79.1582227649564,79.30239,78.93409,79.6156626142042
73.3624996744253,73.25409,72.49044,74.9117973490752
84.7056681208347,84.56223,84.37849,83.7389110801338
52.1104367840321,51.951466,52.374752,51.7788237183655
84.0087716963418,84.28144,84.8353,84.0972698184901
80.2142223140083,79.98953,80.270645,79.8583336225493
80.3033749182777,80.425354,79.60722,76.1553469964427
64.3252992618512,64.418106,65.59605,60.4907558662487
85.8621197331544,85.913216,86.41252,85.7696693521002
85.3192659537932,85.000656,84.97309,84.793332155134
84.0877508967557,84.383385,84.72355,83.3204573241412
77.7571073506271,78.002396,79.61765,75.848875960106
75.9319184425523,75.79533,76.712685,80.0163924978484
78.7983801277516,78.57646,78.34374,80.9488344854432
65.1417916772506,64.96708,66.00581,72.6803851150986
82.9680074134562,82.758194,80.258385,73.6052784035333
82.1269270563326,82.27879,83.330696,82.9170815188464
85.701009254287,85.55531,86.095695,85.9507765197684
64.048401920855,63.85328,65.19405,60.887934763979
61.8228472036368,61.759357,64.186905,69.8951091097809
82.3085526407274,82.92105,83.17348,82.9821236120105
73.2635685186206,73.606926,73.643166,71.1174098176347
84.378481638285,84.741585,85.079094,85.0896345474941
56.4468151448872,56.654873,56.40064,56.8789525180327
85.6597282215708,85.40367,84.942406,84.5432126067897
83.9008527571317,83.805565,83.923164,83.3013840187067
59.051892288827,59.008797,60.019497,53.9625768314442
85.5691890126093,85.39802,84.06359,84.1232632825144
76.1407306350443,76.531456,75.393585,81.1697293013303
84.2945116601659,84.15388,84.25277,83.0293717463351
83.4690145152458,83.5219,83.898056,84.1833821445723
79.6714478538833,79.893295,79.22334,79.3145833371797
85.6051684156029,85.600845,85.91165,85.0879323219928
60.6460159562257,60.535183,61.757618,65.8827719070811
71.1772121423255,71.25678,71.09199,73.077473132333
66.2597149278498,66.020744,67.59359,62.8654309371506
83.8694698044027,84.08008,84.3938,83.420565541694
76.9107093104434,76.97465,78.06796,76.2749290217693
66.4714824955357,66.33987,66.83398,66.507413635622
61.0111751587097,60.908836,62.516293,60.2214686589337
65.7006646580249,65.61172,66.534935,71.591953914662
62.3019692904394,62.07425,62.83831,60.6744163550206
80.9865533042954,80.806,80.72982,78.8359266205673
83.4920661635909,83.14152,82.44216,83.601105113292
77.9705530535223,78.24851,77.97933,78.9855822939612
85.5000656558297,85.781204,86.55428,86.5147287046608
81.2602743237846,81.67612,81.69957,82.2898301865993
70.5394889155084,70.55296,71.47099,73.5985827566748
84.4408200318583,84.35258,83.9054,83.8356010334096
82.5237243018245,82.67977,82.211044,82.4767497295075
80.5445644724647,80.39291,80.25353,80.3586872946088
85.4035359287308,85.46694,85.740326,85.1396444875426
86.9654053232769,86.803986,86.7638,85.878328580032
72.1174231534148,71.88483,72.69486,74.9361766289091
71.99361011477,72.17544,71.44047,74.5896383160124
84.0343191784739,83.860565,83.087944,82.2150094344614
81.5511513425939,81.62213,81.81631,80.7823011377885
56.9942257883667,56.968403,57.882923,56.7326429145786
83.8729325132747,83.92076,84.99656,83.7897336384062
50.2485667103278,50.314804,54.98898,63.0168411772857
55.13474432112,55.418087,56.44241,62.4700454624268
75.718819855348,75.786995,77.49456,73.6183074229218
86.5673859879917,86.48371,86.623985,85.9524540304492
74.5805964695195,74.627594,74.43223,75.955517578265
52.3437907036954,52.119846,52.86993,53.893971739648
82.1881022660627,82.01557,82.729965,82.6713675681468
66.8983783747623,66.635254,66.84441,69.2655224486552
78.5651713325637,78.48452,78.69147,80.4893314899813
60.2850755763933,60.17729,61.11539,55.6569799416034
83.1355386653516,83.09917,82.296074,81.7696377478273
85.3932534148186,85.481606,86.12524,85.9654312288957
85.1368854854619,85.26495,85.04603,85.3957618055843
60.5941848028692,60.561047,59.418697,66.5247597908657
77.489685373219,77.45847,79.56048,85.088109626441
79.0404596944112,79.032455,78.832535,78.3163521589244
72.1690622316624,72.441376,71.96724,74.0406208044083
87.214050115643,87.22956,87.30985,87.230000716918
56.7247979089806,56.507107,57.74715,57.8461334831649
66.048783688098,65.97784,66.5196,61.0129948665908
50.1349714121587,50.21088,53.329533,60.6491257396462
79.3149068888617,79.27735,79.84892,78.6855646064583
86.7586610606791,86.64942,86.4994,85.7674942629995
81.5067201173614,81.328766,81.88735,79.2639068260947
83.1306105013049,83.39804,83.414375,83.1542449486853
84.5856724827257,85.12146,85.52454,85.0957258442088
81.2490528266578,81.274414,81.46858,83.6205428667745
61.7215027286237,61.44522,62.921177,63.8741558152929
80.7520526624573,80.957,81.20377,81.3763263234814
64.828766971742,64.71867,65.497765,67.4110173420763
84.1005523515218,84.16118,84.19188,83.5215301802149
67.1126672202717,66.974625,67.363205,64.1134400224182
84.8511342321437,84.548195,83.90449,82.7859768741412
71.1285190802759,71.13872,71.34756,74.372218051265
56.347125152238,55.8581,57.130863,54.9131426593773
80.6176973176294,80.368546,81.04644,81.305361230055
62.2662856179325,61.98859,63.863934,64.9523301444925
84.945377945799,84.94133,85.51622,83.1046237529093
64.0312012717204,64.02807,64.65671,55.3038533693194
79.7169592885613,80.212006,79.906906,78.604963527432
84.6240659308767,84.94601,85.1135,85.1782258930319
86.4183407535735,86.21692,86.04081,85.5070099653036
78.5498558222415,78.658035,78.58588,77.0034221218553
78.0284605596808,77.99546,77.82156,75.7062401365193
81.9226673132696,81.999794,81.890495,81.4977531722695
70.1559352852212,70.204216,69.9221,78.0371358107726
77.1938146555394,77.13419,78.21147,80.5850045390751
82.3999784594428,82.329094,82.97408,82.727684944676
60.4799402447607,60.382904,61.623135,62.2910225811742
84.4037789756924,84.50437,85.80774,85.3105497112177
67.1210423415229,67.10608,67.77484,72.3197254364429
62.3277571516214,62.34769,63.408024,56.3865396306077
79.6090987703902,79.78422,81.0996,75.9498985067223
82.6348641800485,82.656715,81.952614,82.1687652396289
72.4706262638871,72.457596,74.45209,80.3983392328123
74.4116208406851,74.53715,74.32491,77.7022615936984
68.9968936450428,68.882454,69.36852,76.2667009975232
85.1313363989323,85.23434,84.971306,84.8935658443625
63.5268930431836,63.781456,64.43422,67.2290095572288
83.4733284311249,83.32762,83.34818,82.2483784403323
78.0600639143467,78.09889,78.57425,80.6221578517548
84.4515595866274,84.41999,84.41697,83.9267783293712
78.0421464890993,78.02013,78.93852,77.7021123112384
83.8805112112336,83.67994,83.560814,82.8862893421542
83.2843230355559,83.08118,83.84153,85.0166731246696
78.5873303180904,78.72974,78.68833,80.6027307168087
66.2708536154677,65.7994,67.04613,66.2778398409872
60.1096183202586,60.248653,60.816628,64.4547799209625
61.8272470019477,61.820923,62.41009,61.5885893945414
80.4236865759638,80.23139,80.57838,79.0365581666385
55.8139190170072,55.903805,58.257244,63.3114635218354
84.2613248739597,84.37119,84.625725,83.1766768405469
65.786879638526,65.71114,66.52309,64.0868214953072
44.9267673268867,45.142914,50.569252,51.7063352053696
83.4028312257684,84.10345,84.11025,83.6163689620932
74.319308257611,74.43415,73.25886,79.3856152081142
82.2397904964606,82.22446,82.050514,82.2134418677397
86.407055234799,86.19008,85.272606,83.6737731362434
69.6415946975876,69.11349,69.85556,75.63462554686
60.0649598228437,60.222538,60.98518,56.0447823738108
82.9619614499318,82.995964,82.82767,81.686997543916
81.9284513760119,81.74673,82.435974,81.0548326958411
70.171572814199,70.069,70.2787,69.4194777362715
79.4201546971821,79.25224,79.02206,77.9829427559847
84.4337079892405,84.076614,83.762314,83.8664430767789
80.9511511397275,80.88977,81.744095,81.6320901758121
82.6105608685676,83.0894,83.191124,83.400833170529
51.6013675189799,51.679123,54.68248,57.7160107961158
79.7774359982498,79.91526,79.13491,74.1470214330837
64.4665634897344,64.349785,64.95852,61.0246727975359
68.9521692343183,68.70665,69.654144,73.0158045727198
79.6947666347839,79.69493,79.859825,77.1810474513791
66.8541817384438,66.79175,67.76261,64.4680104788537
84.4691779394321,84.27978,84.42702,84.1918523146695
61.5474229606574,61.420135,62.504837,54.547635066907
78.3682288980576,78.53372,79.07453,79.0512438019613
86.3844517736921,86.608475,87.09184,86.9076664512425
66.7005780574857,66.51777,67.776634,72.5685307597094
83.1697138897139,83.2517,83.971466,81.9838370512519
77.2001055367064,77.15484,77.69561,76.0758879432836
82.0758702878407,82.10971,81.67178,81.2564532176295
79.9157671556835,79.68267,79.81594,78.9706067133614
73.7707774465125,73.83522,73.9,70.7472381527433
76.6597804980902,76.73108,76.35746,75.4190170834811
58.7068313966227,59.136684,59.22494,59.6321328861838
83.7728878374475,84.02782,84.00205,83.391850328775
83.9876883717742,83.47596,83.563484,82.7990506412339
83.5672881898907,83.97138,84.381294,83.6903785083131
74.2538585516864,74.23617,74.22822,78.1726509115512
85.054883089492,84.84931,84.47703,84.8464414172522
66.131779730185,66.10095,66.613,60.5947783231496
66.1882162213882,66.1194,66.35198,68.3207026233388
78.3571185652721,78.1533,78.60418,76.2352723887036
78.6212994685953,78.767365,78.28987,78.8932656595661
79.0128073434891,79.08157,79.0881,80.6974145777679
86.8256360367683,86.56467,86.58146,85.4206238560293
86.7433440022188,86.80659,86.268295,86.2543725882088
74.3376622997325,74.759155,74.40252,75.8372973432925
64.2591463810506,64.230194,65.24736,63.7877165942961
85.0329476832814,84.85405,84.22816,85.0418781040399
79.7745657711715,79.78089,80.305534,78.1535024792755
84.4951589102368,84.28386,83.08942,83.1999196314952
84.7010408197663,84.56193,84.60381,83.9098107250222
63.5215257919274,63.488956,64.464355,64.0630992564213
77.6895245531931,77.77044,79.04486,77.3601963881068
79.4328135432783,79.24928,78.022385,76.4093044792823
83.9602940079562,83.80889,83.696815,83.1007021528347
84.5826637511423,84.48242,84.3765,82.1700798306713
65.8808020522089,65.28884,66.84934,70.4215361786463
85.9076142413547,85.67688,85.39921,86.2031171937564
64.6799452757755,64.69428,65.19959,67.4714160508026
58.7112569295364,58.69423,58.219303,58.2448899885861
60.9510203636394,60.890453,61.369534,63.851174679185
86.1428138216052,85.808174,85.739525,86.4566832949805
54.6844355906591,54.793415,55.22942,54.6498772189888
83.7853276931716,83.77023,83.276695,82.2945685918517
79.5761885597473,79.366684,79.67736,77.9685823106448
86.37746589685,86.45292,87.15766,86.8862594298121
78.1896574956667,78.36336,78.42246,77.6800970317227
58.2688360632843,58.203503,58.205387,66.4658205525043
84.6867277948749,84.62549,84.140816,84.6152680878218
68.5425847367925,68.44495,69.05143,70.5799909064475
86.2073114728439,86.09957,85.581825,86.1426052866293
84.5999131254108,84.42481,84.332924,84.4903826680704
82.3254806955784,82.836555,82.8852,82.399103995075
55.0458430071191,54.80441,56.397114,53.1380824310129
69.8285445088214,69.79633,70.230156,71.9098897156611
87.0984322861944,86.91553,87.03446,85.4246859903349
79.0990398047882,78.942566,78.781906,77.9985174403524
84.0445909221534,84.39918,84.8265,84.0723241784121
81.4214238931631,81.3056,81.00927,80.5726537827462
82.7647536791885,82.5024,80.027954,75.9840856690929
73.7453819912425,73.59657,73.64849,77.8648216823917
83.1742693108488,83.21642,83.26641,82.0129966649237
63.0717860341581,63.341595,64.2221,64.1807435077295
79.2866705828627,79.16311,79.96616,78.7815028640139
61.5275562303807,61.450935,61.7355,64.5970290875881
66.9068533723922,66.58984,67.560814,61.9973342249178
83.1221439786487,83.273544,82.97152,81.1614504546731
77.2400584344292,77.12078,77.50503,79.245550428705
59.9927382745975,60.29635,63.96741,70.9494700728998
74.2539718433509,74.594826,74.09051,76.4965335766277
87.3128238744854,86.84969,86.48176,86.9589215988205
68.7160040447827,68.41798,69.484436,74.2105466253706
72.9858903802727,72.531,72.953926,78.2669043778862
80.3562799549414,80.39858,80.61486,80.9159383360866
82.2562598904858,82.55995,83.19575,80.9818214990719
59.3047412267943,58.910347,59.743435,55.9978226210005
82.9221887573366,83.2918,83.94473,83.5226556522069
84.5153815167026,84.41627,83.64902,84.0127164125645
82.0228704513747,81.96583,81.91715,81.6028989284612
67.8152352550464,67.94454,68.63831,69.1104380740981
76.6669176202332,76.80529,77.10444,79.1113904660455
61.537628598085,61.591972,63.07022,67.4544234496176
82.747649217018,82.97857,82.34194,82.0290257838829
64.1198000489688,64.1499,65.003105,71.2519446809436
80.7960878701817,81.29458,80.13915,79.6658229514549
80.3949225578497,80.28116,82.337654,80.9092307516974
83.2712153455423,83.55936,83.277504,82.581386024516
57.7559729132576,57.824436,59.41673,62.8314638132376
81.8648167767967,81.84093,81.91085,78.765127729989
67.3842377850025,67.31537,67.90759,70.8754700102613
56.9688064532516,56.850983,58.498516,58.5861281216421
83.4257017472142,83.82076,84.47498,83.6676355214192
85.6834932503977,85.34355,85.368675,85.2582052141402
84.2838409245407,83.799774,83.8301,83.4232544137386
60.3302491642885,60.31715,60.634327,60.0618906098258
64.3368728170691,64.31193,65.17274,56.0342513117392
86.8713407994721,86.73662,86.66418,85.7856065906978
81.1077728011625,81.23087,81.57734,81.6960783436892
63.6281105785576,63.6656,64.4154,64.3192008657635
67.9306410120749,67.96136,69.95751,73.6504809183929
58.754866390399,58.724957,59.082832,58.2679211671957
60.1645678649952,60.16318,59.05395,63.1006992576314
62.54214726738,62.56529,62.49552,61.3115078646442
86.272019161257,85.94848,84.93792,85.0616181447652
67.9048227520092,67.7806,67.59334,67.3015750316146
56.5624601297365,56.55241,60.87725,66.9152351018064
71.581546028255,71.23585,71.900764,75.7530215576878
86.6034015727435,86.540955,86.133675,85.9520550144203
54.4891712925504,54.66196,58.086636,61.0296253044839
85.1386827037077,84.86184,84.42962,81.6428686396824
80.0635438923206,80.2015,80.76791,81.2333910285357
84.1358868796919,84.02337,83.8323,84.7924817055192
58.5429051280283,58.31596,58.821323,63.636686921884
85.5777063090163,85.74678,86.091896,85.6711866685853
68.2024785600048,68.23246,68.71665,74.0368095848513
83.8316147030939,83.90503,83.12994,84.6016126159881
83.3955896250221,83.585976,83.54929,82.1151165246542
84.4730592858886,84.49579,84.055855,83.5496324352314
61.6849682288494,61.72218,63.03576,58.2828870958097
85.8491777815452,85.45757,85.34322,84.5142053150873
84.3833897480274,84.29879,83.845535,83.2972302294988
82.4001701209458,82.19116,83.59374,82.9939911875039
65.2559479768812,65.245,66.038666,71.3472698757287
59.9081614376039,59.89305,61.43707,65.047618731205
75.7080606608983,75.57798,74.4688,79.5860536353766
85.7164154281116,85.54053,85.50057,84.128409913805
79.3504319227734,79.587555,78.80587,75.1548182867617
78.7126241355906,79.14894,79.600426,79.5990578101639
83.397841128493,83.7937,84.12361,83.3950860597378
62.5741753973207,62.668274,62.870785,55.6223001430456
82.1759801295143,82.4263,82.31963,81.4716014165684
77.9102148178305,78.03297,76.741745,75.5722917919728
53.7536747824176,53.71681,58.04907,52.9000413421852
58.4678742812069,58.23829,59.003277,54.2377237984652
83.3230784853896,83.52399,83.06385,82.3955464980644
82.9123874334086,83.14343,83.643814,83.3964589441329
83.1811022459054,83.05373,82.76806,82.6837687529023
83.9077104831732,84.048836,83.62003,82.9307011021591
59.246415981345,59.461025,60.33757,56.7430033102789
85.5101092259846,85.52314,86.11054,85.5377828493642
65.0484740446212,65.020775,66.28536,70.6931953804632
55.4857416524097,55.457287,59.298374,61.4091081179649
79.2812464984446,79.219574,79.40089,78.2198085762075
83.6285461606585,84.09483,84.48585,84.1617804643756
56.1686643267789,56.278984,56.966557,53.0366340585414
80.8657285207931,80.625946,81.67553,78.6851751538466
77.2464272882601,77.360565,76.74933,72.053963361026
84.0508826190855,83.735916,83.81092,83.8018403180244
77.2543686866,77.184814,77.521126,78.1776553489587
84.4498778303183,84.582954,85.043205,84.0908433500057
73.7556431303056,73.74731,73.63114,77.125522230464
53.3455917903685,53.534508,56.672962,55.1397812207928
82.8514768632574,83.38394,83.36576,83.2860481000786
84.2602446421316,83.82644,83.746315,83.5601599232141
80.1035359630469,80.18659,80.39477,80.1624703326322
65.6947346026564,65.808525,66.83072,61.5988763156807
77.3380114759686,77.469955,76.81498,79.0428794198535
81.4614303963631,81.259514,80.92472,80.2998915583447
78.8509140792614,78.96626,79.994865,77.3864152770825
63.0097111934994,63.08392,64.04106,63.7585675184902
65.5311705185797,65.68353,66.53308,68.4564286173056
82.9572147012073,82.99252,82.20597,80.3348692969555
76.7869367437519,76.53687,76.68284,76.4255547065032
64.8557212798416,65.04194,65.51745,67.0186185907886
78.5869321441741,78.41647,78.64456,75.3735854468713
83.1001688195338,83.02392,83.33639,83.0379811781624
84.5039073832295,84.56547,84.89263,84.6382949028245
67.9259553230941,67.929436,68.44019,71.3583343037349
58.9650454177231,58.965927,59.695934,57.5488114396044
81.6763030793147,81.59289,81.74112,81.0283342651816
74.2090901012958,74.17159,73.400764,69.1538968650108
84.9912169227732,84.90422,84.431496,84.0610572041484
73.7252352838139,74.01649,73.40514,79.1528486984937
60.5396445060439,60.439377,62.01423,64.586949408782
81.4484027035062,81.70892,81.48688,81.817113991918
62.3456499349377,62.271027,62.023685,71.3355049533625
54.3779295601148,54.42268,58.206127,63.1607729159849
85.3596200513726,85.17699,85.09824,84.402277845538
64.5339542826387,64.63608,65.34475,66.7358065964791
81.93063963092,82.046265,82.707535,82.2986705684286
83.3655975252364,83.828354,84.23846,83.0455632979532
83.6923295944766,83.75332,83.77206,83.2282430802502
84.7246605198814,84.57723,84.58614,84.8037668288979
74.3593989224637,74.41044,74.35775,75.1346106711515
65.9363947073104,66.32194,67.10496,72.5276182148186
69.4110536550996,69.10532,68.6807,74.5025470842065
82.3414699169977,82.552574,83.28926,83.9280236803871
84.5406561040335,84.41798,84.14395,84.7345395800563
67.3993657849425,67.507034,68.03196,67.304600188824
77.1011359302084,77.061066,78.0544,79.0274667499798
83.6859714079276,83.67726,83.883965,83.1811062803619
83.4499196555321,83.415276,83.278496,82.806514390581
64.6050271781962,64.73218,66.12257,66.2170056024874
82.4474531970165,82.56922,82.52201,82.9888764275691
83.0958381001201,83.52173,83.88955,83.6349800380283
79.888319562234,79.85111,79.66878,80.6625689289032
73.3409653681318,73.52387,73.80106,73.1432001880385
66.548471801381,66.81464,67.60288,71.657431687238
62.0258864526065,62.190426,63.216396,64.2416545955603
77.4456810060077,77.36134,77.12328,74.5615809818238
60.7571390714536,60.654144,61.520237,57.4301777983442
48.6420876389713,48.744186,49.270836,53.0025433131601
61.1146191099827,60.928432,61.505745,66.1792860155905
78.7775877441805,78.97965,79.058556,81.6048859763545
86.1615034402363,86.23392,86.16093,86.2694922645949
81.6925411314974,81.218025,79.45582,77.6901124523642
63.7805291472479,63.56083,64.66462,64.8269864455018
84.3861918615349,84.69668,85.28414,85.0900336027842
80.3686555212692,80.3688,81.02106,79.6714065731781
83.4695904769989,83.41297,83.305565,83.0727933158284
84.9509514939815,84.90524,84.6412,84.6038340270125
85.6182190880337,85.86132,86.067665,86.6917790476935
66.544652021804,66.79339,66.39356,71.3246053922949
85.0472956089819,84.97737,84.29584,85.1931952583083
78.82876449382,79.00954,78.755775,76.8166013516388
83.9266177393079,83.79681,83.908745,84.2660500900663
81.3105800387714,81.29982,81.326706,80.1197251087194
84.3812433861304,84.33569,84.475914,83.6680554775555
75.9995772657818,76.167175,75.484184,81.6126583559554
55.0161434019397,55.001743,55.68252,55.8414104497697
53.8738116798426,54.016342,55.163364,63.5629097709233
63.5000096626548,63.51112,64.814735,68.3900978987701
77.194407702295,77.488686,78.64269,78.8968520773645
61.0079697038335,61.1648,61.891766,66.4994464150456
74.6473478767516,75.00977,75.297585,75.3059135360013
82.3916589126486,82.5902,83.005806,81.2195239132773
79.4086077581291,79.65571,79.26241,79.0834841188458
85.1364093248675,85.32405,85.29644,84.4624967292814
84.3327814772117,84.60474,84.27038,84.4736897810714
73.5884085598715,73.48211,74.211555,74.1411344653783
85.743915649629,85.89393,85.59991,85.562742236336
84.5407741023576,84.96892,85.46281,84.9520388594724
49.1525332814157,49.129414,52.9985,58.0061923882051
70.3765227223882,70.20701,70.473274,74.8186770363101
78.461056249061,78.61468,78.61176,74.3896342833699
52.2333245642643,52.288937,55.36323,50.8537047532703
66.0637137209282,66.352844,66.99349,71.8152802528602
62.3928126633824,62.782,63.042713,62.3498514169842
77.6638909057762,77.652534,78.56649,75.8296345931976
80.617165303139,80.79211,82.589836,82.9479048859816
79.6187662126212,79.67151,80.14305,76.0354216121487
71.1319846657682,71.07941,72.34174,76.6626660900223
85.8354809002748,85.64254,85.31629,85.2475776444686
63.5062685804884,63.607056,64.96526,70.0553458645247
69.7772103463601,69.551636,69.594536,71.8267852732449
81.9355978918401,82.066124,81.98623,81.22135878105
72.1532262629964,72.305176,71.86024,79.3659997672748
69.0417528164532,68.84496,68.90818,75.3829014811558
64.8754662716091,64.82042,65.52277,62.0068050280486
60.1328646645559,60.131313,61.926113,66.5764525497249
84.3977787205271,84.32784,84.29164,82.9627437402304
63.1928684703694,62.769157,61.931347,68.3531263006644
82.9746476515295,83.28647,83.51861,83.7974875055224
61.7215947683197,61.87216,61.75346,67.6494840947659
81.516871196693,81.56394,81.345695,81.0800399182229
77.5442904108108,77.87228,77.33489,79.4303697437919
82.1061799243153,81.7777,81.42433,78.2861873353814
52.3688684865901,52.04187,52.067852,57.1539925560794
64.2982590161584,64.17327,64.9919,61.3162485438725
88.5470023063348,88.31013,88.984055,87.313733794661
56.0361129236826,55.483376,57.77634,51.2019559160596
63.9978738743081,63.992,65.40509,67.5449277430946
84.0949010216312,84.02887,83.258125,83.4774319214303
83.9025110309221,83.8262,83.08352,83.0832243189302
69.5466230769978,69.58806,69.89301,71.2324386416119
83.6882078330782,83.36554,83.20332,82.7201711167921
64.8351292593106,64.80107,65.484085,66.3367449876787
83.9682554674771,83.64345,83.36707,82.2176652745607
61.6432641730357,61.55573,62.153065,59.7658671826641
84.2034917275189,84.105095,84.24974,83.8048780884531
72.4514801055586,72.68517,73.04776,74.5000658720036
67.0788205615565,67.04909,68.06322,72.5765599987914
61.812978292866,61.792892,60.72764,71.0622661537825
82.0539820357093,82.05645,82.374405,80.6495924417642
83.4040572906996,83.5365,83.63123,83.369980303718
63.672559154823,63.763424,65.57157,71.1552064772513
81.9651457599803,82.243866,82.05528,80.2077807524545
73.0994737850549,72.75528,73.478325,70.5402946105969
84.463463147047,84.24245,83.89472,83.205427941811
55.7133087438776,55.723152,57.29302,58.9776670189365
81.5156962381721,81.71331,82.449844,80.9860809967171
82.3486965725837,82.84946,82.74891,82.2561683543196
64.7938907938083,64.96732,65.779854,71.4203165331794
78.8414892768063,78.737274,79.43373,78.7116137314104
75.3243829814804,75.469505,76.075325,77.3447466790211
85.2839784000977,85.19904,85.46766,85.2109382038175
83.9800152258409,84.256966,84.79887,83.8478835224645
80.5933168899987,80.379074,80.5206,81.2630964987995
61.4807846643028,61.632576,62.856354,66.8329704428136
63.4635807248801,62.963886,63.22183,68.1242601183794
79.4743114932737,79.50392,79.48609,77.010111732218
84.1578857769842,84.326454,84.79896,84.1207707503635
82.7662414572837,82.79561,82.25449,82.3956035310002
59.9528068140009,59.819553,60.730812,63.4370232140278
64.448873157978,64.52807,66.23756,68.8471192854111
85.3050348791462,85.3955,85.34333,85.1742807623483
84.9920652452574,85.232635,85.82206,84.4592987690845
82.2193714407506,82.68316,82.292145,81.9968750908486
62.6833814176613,62.826366,64.8327,62.4392759549718
83.7703895359983,83.4395,83.398674,83.0182382603093
63.4501109074152,63.76133,64.11047,70.4243731526573
62.7961494407299,62.71766,63.523785,60.9301665282878
59.4407396153067,59.41612,59.843067,56.0075933936878
83.2769849843695,83.31868,83.402794,83.8546463365318
83.3559504669532,83.478386,83.7398,82.2419305605002
81.9024086074719,82.202835,84.05099,83.8010624303622
86.5178136481036,86.70398,87.253426,86.6615810923674
80.7499279206476,80.9019,81.20092,81.5145137938842
82.5736588416439,82.182205,82.57618,82.4876970615883
