station_id,XGB_R2,ANN_R2,SVM_R2
96595,0.9975368653699721,0.9939577874231991,0.8981421312946063
96645,0.9982715220319145,0.9956383010901066,0.9176620379417229
96651,0.998300328122733,0.9967559752091193,0.9131018566453277
96653,0.9982060451075347,0.9965766010592403,0.8880376647045416
96655,0.9981248601262508,0.9954052752938842,0.9034413290608719
